study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score
3,47,8.6,4.2,8,43,58.81
5,53,4.3,3.2,4,50,52.1
4,62,6.7,8.9,6,73,57.51
3,64,5,6.4,10,76,66.77
15,92,7.7,7.8,2,45,73.8
12,44,4.2,9.4,8,41,53.39
19,94,5.3,3,0,47,73.67
8,48,7.8,7.1,5,80,70.05
5,68,7.2,6.7,8,31,60.45
17,51,5.9,2.8,2,80,82.65
14,87,5.1,6.8,1,69,68.83
2,69,5.7,8.7,8,90,77.9
9,46,5.3,9.8,2,85,62.61
10,48,7,1.3,6,62,74.87
4,58,8.7,5.6,3,94,74
3,66,6.5,7.4,2,99,68.12
11,98,5.6,1.5,8,66,92.1
9,55,6.8,6.3,7,73,69.31
17,100,6.9,8.2,2,69,80.58
20,69,8.6,6,9,99,100
10,61,5.7,3.7,10,65,77.21
1,40,4.6,6.7,9,81,57.94
16,68,6.6,8.2,5,56,74.91
2,86,5.7,7.3,8,78,71.45
5,87,6.2,2.6,3,60,65.49
8,99,8.6,8.5,0,46,58.82
12,100,5,4,10,53,92.6
12,65,7.5,5.1,7,57,71.62
12,50,5.6,5.8,7,34,55.9
4,87,8.1,1.6,5,45,64.76
7,63,6.8,4.7,4,52,54.8
3,61,6.1,3.8,3,100,69.82
18,70,4.3,9.4,3,71,80.67
20,53,5.7,7.3,8,40,81.35
12,90,8.1,5.8,2,72,76.82
16,53,7.1,8.1,3,55,70.54
14,45,7.8,1,9,48,84.81
14,82,6.7,7.5,7,67,80.08
16,70,5.7,3.8,6,86,95.62
2,84,6.9,8.8,5,34,52
13,79,7,7.2,10,46,86.81
18,60,8.8,7.6,8,72,92.14
9,58,4.4,3.6,9,60,69.95
3,45,5.6,7.8,8,70,58.02
1,50,5.9,8.6,1,96,47.58
1,85,5.2,9.8,3,51,42.96
12,87,4.6,3.9,2,48,66.11
3,67,8.1,4.6,3,37,51.81
8,91,7.1,9.6,1,67,62.8
11,57,5.5,8.8,0,30,40.12
10,90,5.7,7.1,7,92,89.07
10,47,7.2,3.6,6,74,79
17,53,4.5,3.2,2,76,72.41
8,85,6.2,1.4,7,75,84.25
17,92,5.9,8.9,7,37,73.12
11,41,6.3,9.9,6,84,65.75
13,76,7.2,4.2,8,76,93.48
14,45,8.7,4.8,9,82,88.96
7,48,5.9,9.8,7,64,65.17
9,44,4.9,3.4,10,63,70.53
14,73,5.4,8.6,5,79,74.33
1,96,4.3,6.9,2,30,44.98
16,46,5.9,3,8,45,76.29
19,80,7.2,5.3,9,42,88.51
19,91,5.1,8.6,1,98,89.9
20,48,4.5,4,1,97,89.86
15,87,5.8,4.8,0,43,63.75
17,67,7.6,7.2,5,46,69.08
5,59,7,1.8,2,96,73.03
6,72,4.5,8.2,6,85,69.44
3,71,8.7,2.8,3,40,56.64
15,97,5.4,3.2,3,71,80.68
16,83,8.8,8.2,5,73,88.71
16,67,7.3,1.6,8,46,81.76
14,80,7.9,2,3,44,72.15
16,46,7.8,3.3,3,82,77.03
3,95,7.7,9.5,4,45,51.6
11,41,4.9,3.5,0,90,62.86
19,66,8.2,9.7,7,71,88.29
10,67,7.5,3.7,4,98,80.76
17,94,8.4,9.9,3,52,71.85
5,97,5.6,3.9,8,92,94.47
9,92,4.2,8,0,57,59.57
11,44,5,7.9,6,77,64.25
14,60,7.5,6.6,6,58,75.35
9,58,6.4,5.4,3,69,59.52
11,87,5.2,8.2,10,61,79.85
3,41,6.1,8,2,87,52.33
13,63,6.1,2.4,0,83,77.19
2,95,5.2,6.5,3,78,63.58
16,69,5.3,8.6,0,62,60.25
16,97,4.6,7.9,1,96,82.7
2,97,4.1,7,4,34,49.04
8,61,7.7,5.6,7,44,68.92
16,52,7.4,9.3,0,57,54.34
1,67,6,3.5,6,76,60.71
17,99,5.3,5.6,8,93,100
20,69,6.6,5.6,4,74,92.21
16,79,7.7,4.2,9,91,100
10,95,7,5.1,9,67,87.65
20,43,8.7,6.3,2,58,74.15
19,91,5.8,1.2,10,56,100
16,82,6.6,4.6,8,84,99.52
20,76,6.6,2.3,0,59,74.47
13,100,8.1,1.5,3,36,78.26
5,56,4.5,3.5,2,35,44.61
14,63,8.2,10,3,57,64.04
19,58,7,5.3,0,61,73.04
19,66,8.3,1.6,0,99,90.21
19,50,7.8,6.3,0,68,74.53
7,73,8.8,5.9,6,38,57.53
19,68,6.1,4.4,1,55,70.64
11,65,7.8,9.9,3,45,54.94
7,99,7.3,5.6,3,68,72.91
19,95,6.9,8.8,3,38,69.67
2,42,6.6,4,0,69,39.59
1,95,4.9,1.9,10,87,80.41
13,85,5.3,9,7,61,74.52
7,59,8.1,2.3,1,67,66.28
15,47,8,6.2,7,80,81
3,88,6.4,8.9,9,67,74.61
20,51,4.5,8.3,7,47,74
9,74,7.8,1.7,5,41,71.9
11,41,7.7,5.4,9,83,80.42
8,49,5.4,1.5,4,79,73.43
20,97,6.1,6.8,10,70,99.87
13,65,4.9,1.8,5,91,81.85
14,60,8.6,5.8,6,94,90.55
7,68,6.6,7.3,7,89,74.28
15,47,4.9,6.2,9,54,79.58
20,90,4.4,4.4,7,30,82.77
16,80,4.1,2.1,10,86,100
14,89,4.8,3.5,5,53,77.02
10,100,5,7.3,0,58,63.18
16,72,7.2,1.4,4,84,96.42
11,93,6.8,7.6,1,99,81.09
10,78,7.3,5.4,4,54,70.65
1,53,7.6,2.3,6,100,79.08
13,72,6.4,6.8,3,90,79.38
16,74,5.8,8.7,5,91,90.62
13,96,5.6,1,2,63,81.79
14,58,5,9.2,1,58,53.25
6,62,8.9,4.3,4,39,50.94
14,65,5.5,3.1,5,30,64.61
11,63,8.8,6.8,7,59,70.19
19,49,7.3,4.8,2,48,72.01
9,71,6.2,1,8,49,78.56
17,43,6.4,1.6,0,48,58.59
17,89,8.2,5.8,6,64,85.95
15,81,6.9,6.4,6,91,95.47
8,88,8,7.9,3,94,76.25
7,73,6.2,4.9,8,56,71.91
13,73,6.9,5.8,5,95,84.7
15,53,6.8,7.5,8,43,76.14
13,62,4.9,2.3,5,34,63.07
20,93,7.6,6.5,7,99,100
8,86,7.2,2.2,9,96,92.44
17,56,8.6,6.4,0,55,70.57
10,51,7,8.5,9,74,71.74
13,69,4.8,7.5,6,85,78.43
3,97,4.3,4.6,7,86,82.79
18,94,6.1,5,3,91,90.72
3,78,4.2,6.9,7,63,67.63
17,100,7.9,9.1,3,57,74.68
7,84,6.4,1.4,6,50,76.67
5,64,4.6,7.4,3,49,45.18
18,84,6.4,2.7,5,43,81.52
9,89,7,6.5,6,80,77.82
5,77,5.5,4.6,5,90,71.94
15,65,8.2,6.4,5,90,92.38
13,82,7.5,3.9,0,89,76.38
10,93,5.1,6.8,5,97,90.67
1,41,6.9,8.3,8,84,62.13
19,50,7.9,9.8,10,70,92.96
11,44,8.4,6.5,4,94,80.55
8,62,7.6,5.4,4,58,67.26
11,55,9,8.6,9,80,79.45
2,71,6.5,9.3,9,86,72.93
5,50,4.7,4.9,6,40,53.01
11,99,5.2,9.5,0,48,57.15
5,69,7.9,7.7,7,83,78.79
20,70,7.8,7.2,9,61,98.14
2,97,5.6,3.3,3,100,75.8
20,83,4,9.4,8,39,75.21
2,71,5.7,1.1,0,81,60.23
20,83,4.4,4.1,8,74,100
8,95,6.9,7,2,63,63.7
12,100,6.2,2.6,2,46,65.79
18,79,5.5,7.9,3,77,84.72
15,65,6.8,2.8,0,60,68.73
11,67,6.9,6.3,0,91,65.79
14,78,5.8,1.6,6,56,80.39
4,81,7.9,8.3,8,92,79.33
17,81,4.6,5.1,3,33,68.21
19,90,7,8.5,2,38,67.8
5,74,6.2,10,8,80,68.66
19,100,5.2,8,2,100,93.58
12,49,4.4,4.2,5,79,78.3
18,99,4.9,2,1,49,79.26
2,56,7.5,5.9,8,83,68.81
20,99,6.8,5.9,4,64,96.95
20,95,5.2,9.5,6,75,99.57
15,44,7.1,2.7,7,36,71.37
12,56,6.6,3.8,7,34,63.16
13,49,5.1,8.7,0,77,58.68
1,77,7.2,3.8,10,80,84.05
12,40,8.3,2.2,10,58,85.96
2,66,6,4.4,6,85,73.54
12,41,8.9,6.6,8,76,82.06
15,67,5.6,5.8,9,57,86.68
16,76,7.5,3.2,1,69,78.45
8,69,4.8,6.1,9,35,65.17
11,95,4.8,7.2,9,79,93.91
1,77,4.6,2.2,6,64,62.84
10,51,5.3,6.9,2,40,42.82
19,43,4.7,6.8,10,47,75.7
15,52,9,9.4,1,58,67.68
8,40,7.1,9.8,3,42,50.08
12,50,5.2,5.8,0,56,51.04
7,91,5,8.9,8,86,79.52
5,91,5.8,3.9,8,80,81.88
18,42,7.7,9.6,8,35,63.12
12,98,6.8,6.9,3,99,85.35
16,93,5.9,9,1,70,72.76
18,84,7.7,9.7,7,99,97.82
2,70,6.3,9.7,4,43,47.95
17,73,8.4,2,10,44,96.89
9,67,6,9,10,73,76.68
15,45,4.2,8.8,6,76,72.57
5,98,6,4.9,8,76,79.79
11,82,5.7,8,10,81,86.88
16,67,6.2,6.4,5,35,62.81
8,57,5.4,8,2,59,57.46
18,46,8.2,2.6,6,84,98.21
17,94,5.5,6.8,8,80,93.56
13,96,4.8,5.7,6,57,82.11
18,100,4.3,4.4,3,55,76.4
12,45,7.1,1.7,3,74,71.44
4,100,6.2,1,7,94,87.91
7,59,5.5,9.8,9,54,62.8
6,54,7.8,9,1,91,64.62
3,79,7.5,8.8,8,50,66.62
12,73,6.7,7,8,64,82.43
4,53,7.2,7.8,10,93,76.94
17,68,5.5,3.5,7,54,83.92
5,76,7.1,1.9,7,74,77.01
15,71,6.9,8.3,0,79,67.33
8,87,5.4,2.3,1,41,56.6
20,60,5.3,3.8,9,46,83.23
12,99,4.6,9.6,3,69,73.44
1,44,8.8,8.6,1,87,46.04
13,56,7,2.1,4,71,73.55
8,71,7.4,4.1,2,32,46.89
12,64,7.1,3.5,10,43,76.78
10,44,5.8,5.3,3,90,69.37
17,57,4,6.6,3,64,65.01
16,72,4.3,6.6,7,44,74.45
16,81,4.5,9.6,5,43,65.99
12,46,5.4,8.7,10,75,77.2
7,74,6.4,2.9,8,34,70.45
15,51,7,4.8,1,96,74.05
9,55,8.5,5.7,1,78,69.08
10,73,4.7,5.2,2,55,61.92
1,92,7,1.3,0,69,61.88
13,57,5.3,1,0,30,49.64
1,56,5.8,7.5,10,36,51.5
17,70,5.2,1.5,2,93,91
13,55,7.6,2.2,7,53,72.77
16,54,8.2,6.5,5,37,63.78
7,49,8.6,4.5,0,72,58.39
9,69,5.2,2.9,2,51,57.91
12,56,6.9,1.5,5,56,77.72
19,69,8.4,7.9,5,42,72.07
12,91,7.1,4.9,2,83,76.68
13,92,4.3,1.2,8,88,95.14
9,96,4.1,3.8,4,61,67.19
13,58,4.5,1.6,9,41,76.41
14,63,6.1,7.5,10,50,80.95
10,96,8.1,4.9,0,82,72.15
19,82,4.9,2.7,4,56,81.7
15,78,8.6,2.7,10,70,100
10,63,8.4,6.1,2,49,56.64
16,57,8.3,3.9,9,64,91.18
15,62,6,3.8,2,95,87.95
17,83,8.4,7,6,55,84.96
14,71,6,4.1,7,37,68.57
1,45,4.8,6.6,3,58,43.44
17,71,5.8,2.9,10,63,90.65
10,58,7.7,2.9,5,66,75.35
11,88,7.9,3.6,8,97,100
8,79,6.1,5.7,3,46,56.71
12,95,5.4,1.3,3,73,85
11,51,8.8,4.2,7,55,75.17
10,90,5.9,9.5,0,85,74.51
19,80,6.8,7.4,2,62,78.1
12,70,7.9,4.7,1,32,55.83
3,42,8,8.4,2,52,46.08
5,53,6.9,9.7,1,52,37.49
14,78,6.6,2.2,2,75,85.55
4,56,8.9,9.4,6,59,59.61
14,87,9,2.1,4,63,83.28
16,46,5.7,1.3,5,45,74.06
13,71,6.7,5,8,94,99.21
3,83,4.6,4.2,9,42,59.67
14,74,5.5,2.8,2,80,75.98
12,90,5.3,6.5,0,56,59.07
13,92,7.7,7.4,1,34,64.66
11,68,4.4,5.1,2,55,62.52
4,62,5.5,4,7,90,74.74
6,80,5.9,8.9,3,72,61.73
1,83,6.9,1.1,9,98,87.63
20,45,7,4.4,7,85,94.6
19,65,6.8,6.5,3,97,97.22
19,81,4.6,9.1,9,67,92.51
15,57,5.9,2.6,10,40,80.41
1,42,4.7,1.8,5,44,44.37
11,73,7.8,9.2,7,56,70.71
7,50,8.4,1.3,8,81,80.68
14,72,6.2,9,8,77,89.6
9,53,4.3,4.5,1,37,46.96
13,62,8.3,7.8,4,62,74.87
7,90,7.1,4.6,5,67,77.71
3,41,5.7,5,1,35,37.98
2,82,7.9,5.1,9,83,75.38
18,77,7.8,5.9,9,87,100
11,95,6.6,2.8,2,54,66.57
19,57,7.8,2.5,1,51,70.36
18,67,4.2,2.3,0,95,79.78
2,83,5.4,6.9,9,44,58.53
10,87,4.5,1,0,74,64.92
3,85,5.2,3.4,10,64,78.77
20,84,6,3,6,62,88.07
6,50,8,3.7,2,70,62.11
8,84,6.9,8.8,4,73,67.02
13,40,8.2,2.1,0,98,81.89
15,58,7.5,3.5,5,60,82.65
13,73,7.3,7.8,2,87,81.43
14,72,8.3,1.2,1,100,91.73
4,50,4.8,8.1,6,79,56.44
9,96,4.8,7.9,0,92,66.18
1,78,7.8,5.2,0,85,61.25
12,95,8.6,8.5,10,70,95.04
3,70,5.7,2.9,1,86,57.2
12,97,5,5.5,7,30,70.53
2,59,8.5,3.1,7,74,70.45
6,89,5.8,5.2,7,47,61.64
4,60,5.2,3,0,55,51.34
6,61,8.8,6.2,6,64,66.75
9,98,8.5,2.7,3,38,72.38
12,45,7,5.5,9,67,84.59
10,50,4.7,6.9,3,41,47.66
7,41,7,8.5,0,56,44.75
10,84,6.8,3.2,5,78,84.85
7,94,8.1,4.4,7,41,67.61
10,66,8.4,7.4,5,40,64.14
10,60,4.8,5.6,10,47,67.51
11,83,5.1,3.8,10,71,92.67
20,68,7.8,6.1,4,82,90.12
15,69,5.6,3.2,10,58,86.63
4,82,7,1,10,79,85.03
14,58,4.4,2.8,10,39,73.46
2,49,5.5,9.8,8,56,46.15
15,96,5.7,2,3,48,77.11
1,52,7.3,6.1,4,43,47.55
12,48,5.9,6.4,6,55,69.73
14,99,5.5,5.2,2,39,63.4
13,100,8.7,7.2,4,55,77.19
14,72,7.2,7.9,9,85,93.29
10,64,6.4,8.7,2,79,67.13
14,85,5,9,1,59,61.52
5,71,7.1,6,8,47,67.91
15,40,4.9,9.5,10,91,82.73
19,64,4.4,8.7,4,42,70.97
12,47,5.5,5.1,6,45,68.15
2,90,5,3.5,5,49,57.38
14,72,8.4,8.6,8,88,94.08
13,44,5.5,1.8,0,78,65.09
12,79,4.8,8.9,2,73,73.65
15,73,7,9.2,8,72,89.91
2,67,6.8,2.7,3,66,61.04
16,87,8.2,7.6,1,40,62.4
5,70,5.1,8.5,10,47,68.27
17,80,8.1,4.3,9,72,100
4,84,7.4,6.3,2,34,47.16
5,52,4.2,2.8,5,100,69.54
8,76,6.7,7.1,1,43,53.72
8,80,7.8,6.6,7,90,91.19
8,74,8.1,5.1,2,86,74.54
15,64,8.9,9.5,2,61,67.18
18,85,5.5,2.2,6,82,96.6
10,56,7.4,8.2,6,73,71.59
7,41,8.5,2.4,0,78,60.08
10,83,7.4,8.6,10,68,88.94
20,80,4.6,5.6,7,48,79.12
19,72,4.4,2.9,0,96,84.54
7,77,4.6,3.6,1,100,69.26
3,84,8.8,4.9,6,61,73.47
1,80,5.7,1,7,65,69.6
11,43,8.3,3.5,2,86,67.67
19,50,6.9,9,0,48,61.95
9,100,7.2,7.9,1,82,69.28
13,77,5.1,7.2,6,52,68.95
2,73,7.7,7.9,1,84,55.18
8,72,4.5,5.4,5,91,79.94
10,44,4.2,5.3,2,52,49.91
11,78,5.3,7.5,2,76,74.83
18,53,6.6,1.8,6,59,80.95
17,44,9,2.1,4,65,82.57
14,92,6.5,8.3,1,54,63.35
20,43,8,1.9,0,52,73.23
4,100,5.7,8,10,73,83.26
4,75,5.8,1.7,1,36,41.74
13,42,4.7,7.9,5,61,67.82
19,65,6.5,5.6,0,42,67.17
2,74,4.6,2.3,3,73,59.67
3,65,6.5,4.4,0,48,42.79
13,75,6.9,5.2,10,65,93.78
17,89,7.4,5.1,1,99,88.25
20,52,8.2,5.8,4,93,95.07
15,87,4.2,9.8,0,62,63.98
1,80,6.8,2.7,8,51,70.26
7,47,7.5,7.3,8,52,60.08
3,93,7.7,7.6,0,65,58.51
10,64,6.8,5.8,9,67,75.72
11,76,6.1,3.7,0,32,57.08
19,68,6.1,7.5,9,58,85.28
12,40,4.3,1.9,5,41,60.66
7,80,4.2,1.2,6,79,73.99
1,64,7.5,2,10,81,79.58
9,94,6.1,8.2,8,47,76.07
1,99,7,5.4,8,69,77.67
3,72,4.5,4.5,6,47,52.12
9,56,8.5,1.5,5,86,77.31
10,71,7.8,2.5,3,82,83.25
13,49,4.1,9.7,1,82,56.06
9,77,7.4,3.7,1,91,79.36
6,95,5,9,0,38,44.22
13,67,8.9,5.7,6,61,82.64
5,46,7.5,8.1,8,57,64.41
17,100,5.3,7.5,10,36,89.44
10,70,4.2,8.8,5,88,70
6,93,6.1,4.5,5,79,81.95
9,46,7.4,3.8,6,83,75.97
11,69,7.9,9.5,1,45,49.61
16,41,4.5,7.2,0,73,63.16
19,52,7.8,6.1,7,53,85.01
14,51,5.8,8.8,2,74,65.44
3,62,4.1,7.4,3,54,43.89
20,91,7.1,6.8,8,36,90.56
14,44,6.5,7.1,10,96,95.99
7,88,4.1,3.3,4,48,58.05
20,95,7.3,5.5,5,57,86.38
4,84,7.4,1.6,3,58,68.89
18,76,8.1,1.1,0,65,74.71
8,71,8.7,8.9,5,100,80
19,82,8.2,2,4,35,84.15
14,61,7.7,2.3,5,87,89.57
2,83,7.7,8.2,0,71,54.52
5,83,8.6,7.6,9,30,60.02
7,65,7,1.6,9,44,71.15
7,89,6.6,8.9,8,99,85.22
5,66,6.9,9.5,1,82,60.19
13,68,7.4,5.3,1,88,82.49
15,60,4.9,4.7,10,68,93.08
6,84,5.9,1.9,4,99,85.17
15,99,6.7,7.6,10,63,90.05
5,56,5.6,2.5,7,90,71.55
2,90,6.7,9.8,5,73,58.43
14,50,5.3,8.6,8,40,65.38
18,74,7.3,9.2,7,96,100
12,95,4.1,3,9,44,86.11
7,73,6.3,4.9,4,40,53.8
6,41,4.5,3.5,9,98,84.45
7,75,8.9,7.7,8,39,70.66
10,41,5.5,2.6,7,98,83.1
7,90,5.8,5,2,57,61.09
6,70,8.6,3.1,8,31,60.62
11,89,5.5,4.6,8,66,88.39
8,88,4.9,1.6,0,71,64.23
20,64,6.8,1.9,7,54,83.95
16,76,8.7,6.2,1,94,91.18
9,65,6.2,1.6,0,77,61.81
2,53,7.6,4.2,2,70,53.36
13,48,4.3,9.8,10,34,58.17
1,62,6.3,9.2,9,73,62.84
1,91,4.3,3.3,4,39,48.64
13,83,5.2,9.5,5,87,87.54
16,63,6.2,8.2,2,32,52.16
15,60,6.7,2.6,8,57,84.11
1,60,5,1.3,3,91,66.71
1,100,7.3,2.7,10,57,73.19
9,73,8.9,2.7,2,59,69.51
16,98,5.8,5.4,9,64,100
13,95,6.7,2.8,2,65,74.29
10,72,5.4,4.8,8,95,95.95
2,96,6.4,4.2,10,66,78.13
12,73,5.7,7.7,8,77,82.52
10,63,4.4,7.3,2,65,54.78
19,55,5.3,5.8,2,76,72.7
12,49,4.9,5.7,3,71,60.72
18,69,6.4,4.5,4,38,68.71
18,97,6.4,5.4,4,86,100
7,77,6.2,7.5,0,54,46.1
18,68,8.3,10,2,93,85.4
19,100,6.1,1.5,6,99,100
17,82,5.9,7,4,52,81.1
11,83,7.5,7,5,90,86.67
10,65,4.9,8.4,6,56,61.47
14,61,4.5,7.5,5,44,60.9
3,48,4.3,9,10,59,60.81
5,80,7.1,6.8,7,36,59.4
14,82,6.5,3.8,1,62,71.74
14,91,4.3,8.1,7,31,72.21
12,76,5.2,4.7,0,43,61.69
11,63,7.5,2.5,6,69,74.48
5,56,9,9.6,5,72,58.35
20,63,7.6,6.1,3,70,78.75
18,55,4.7,9.5,2,50,64.87
15,85,4.6,2.9,1,94,80.77
5,45,7.7,6.4,0,34,37.83
18,56,6.2,7.2,5,76,82
16,55,5.5,6.8,2,53,59.9
20,44,4.9,9.9,1,100,82.68
8,66,6,8.3,4,96,71.59
19,72,7.2,5.7,6,96,100
16,53,4.7,9.8,7,70,76.62
11,67,4.7,2,10,54,80.08
5,56,8.6,4.5,9,97,83.24
19,74,8.9,7.5,9,37,83.34
1,76,5.5,5.7,0,83,50.36
14,58,6,9.9,8,98,94.66
19,75,6.5,9.9,4,68,79.82
8,45,4.7,5.8,4,47,52.94
2,77,8.7,5.1,9,61,74.02
2,77,6.6,7.2,2,47,40.63
3,61,7.3,9.9,10,94,76.46
7,64,6.5,1.3,4,43,61.58
11,50,9,5.4,0,98,77.92
15,71,6.4,1.7,0,35,56.7
6,86,6.2,5.3,4,89,77.15
10,55,4.8,5.2,4,98,75.02
9,80,5.1,8,3,47,53.64
8,74,8.7,8.3,4,61,65.2
14,96,6.4,1.5,5,100,100
6,44,7.1,9,4,73,58.75
20,66,6.7,2.2,3,41,80.28
3,49,5.8,9.8,8,94,70.47
7,87,7.1,7.2,0,91,70.49
9,47,4.6,8,5,89,63.62
14,68,8.5,5.1,9,53,88.2
10,56,8.5,8.4,4,90,73.51
20,68,4.3,3.1,1,77,85.76
14,91,6.6,5.4,1,35,58.04
6,64,8,3.9,6,59,68.36
9,67,6.6,4.3,3,42,60.96
19,40,5,4.1,10,74,92.04
16,48,5.9,7.1,7,74,75.39
6,71,7.2,6.5,6,69,65.9
1,51,5.2,8,2,96,60.74
18,41,6.4,4.9,6,69,81.66
16,42,5.9,6.6,5,30,60.72
4,76,8.1,7,4,58,62.66
8,62,6.1,2.7,5,33,52.39
3,95,4.6,9.4,8,90,72.03
2,40,4.2,8.8,2,46,37.9
12,55,4.7,2.5,8,60,77.4
12,64,8.9,1.4,9,97,96.24
14,64,4.4,5,0,41,51.11
18,51,5.3,5.2,5,42,71.94
16,52,6.8,8.1,6,71,73.36
13,72,6.7,7.5,5,89,87.24
2,51,6.3,9.3,1,84,44.05
12,43,4.8,3.7,5,31,52.94
7,48,7.7,8.1,0,74,49.09
9,98,4.4,9.7,6,62,74.92
11,67,8.5,4.4,6,78,83.05
9,66,7.1,9.4,4,51,60.89
10,40,4.1,9.4,0,44,34.66
15,56,5,5.6,7,42,63.31
16,55,6.5,2.6,2,48,64.45
18,84,5.1,5.3,2,48,76.87
7,86,5.2,4,1,73,62.95
16,71,6,5.2,6,85,85.89
2,42,4.1,4.2,1,45,34.78
13,50,7.2,3.4,9,60,82.52
7,59,6.5,6.2,4,37,45.99
19,81,7.4,9.7,3,41,76.44
12,80,5.8,5.7,10,32,74.1
12,71,7.9,5.1,1,57,60.45
8,87,7.6,2.2,3,92,78.72
18,57,5.4,4.5,10,70,87.43
7,80,6.7,3.2,5,68,77.77
18,100,5.5,6.5,2,81,91.78
11,69,4.2,5.2,7,61,70.13
16,82,4.2,1.4,5,54,79.56
12,58,7.9,8.4,7,40,61.19
19,54,4.4,1.3,2,79,77.96
16,69,5.6,8.6,9,30,70.38
1,59,4.6,4.9,6,31,43.8
12,64,6,8.6,1,53,56.61
5,95,4.4,1.2,7,70,78.76
10,54,5.8,8.3,0,93,62.22
7,84,5.9,2,4,47,64.2
19,66,8.9,1.9,10,81,100
16,60,7.2,5.9,3,62,77.96
9,91,7,4.4,4,51,65.52
14,91,8.1,6.1,9,49,84.83
11,73,7.9,1.5,3,74,79.35
18,89,6.3,4.7,3,62,86.44
20,46,7.6,8.8,8,96,96
8,58,8.9,9.2,3,40,55.3
6,68,7.6,2.5,7,86,82.49
7,58,4.2,6.2,10,54,63.09
17,45,8.7,1.8,10,90,98.42
16,68,7.3,2.1,3,66,75.18
2,98,6.5,3,1,93,69.43
15,88,9,1.9,10,38,90.62
17,40,4.1,1.6,0,41,51.95
2,93,8.2,6.7,1,65,61.48
19,41,5.3,1.1,1,61,74.63
19,50,4.5,6.9,8,39,73.66
15,89,6.5,2.3,4,61,85.19
14,100,5.4,4.4,8,69,92.4
19,96,4.5,9.1,10,99,100
7,53,8.6,9.5,9,86,76.48
2,99,9,9.7,1,67,58.03
4,78,4.9,7.1,0,95,65.74
8,100,6.6,2.2,6,74,84.58
19,70,6.7,8.2,9,78,97.36
3,48,5.9,4.7,9,45,55.3
19,94,6.8,2.4,7,87,100
17,91,7.2,7.3,6,75,92.26
10,99,6.7,4.8,9,87,96.9
11,78,8.5,5.2,6,91,87.17
17,41,4.2,5.2,0,82,68.68
7,81,7.7,8,3,58,62.58
9,69,7.9,7.2,10,52,75.04
18,72,6,4,0,87,79.95
18,97,8.7,3.4,6,30,86.42
12,49,4.4,5.1,3,47,50.63
7,40,7.2,5.6,7,51,62.93
17,73,8.4,9.8,10,50,87.09
12,61,7.9,8.8,7,80,82.75
7,43,6.6,5.8,7,34,51.63
19,86,4.3,7.3,9,31,79.07
7,83,7.3,1.7,4,58,73.59
10,79,4.4,8.4,4,88,69.67
18,96,5.4,7.7,7,45,78.52
15,88,7.9,3.6,8,70,99.92
13,55,5.3,4.8,0,62,54.86
5,80,7.5,7.2,6,88,73.84
1,72,7,2.5,10,93,79.28
8,49,8.2,4.3,6,84,75.98
3,83,8.3,1.7,7,45,66.49
1,57,7.9,7.4,9,50,60.23
2,70,8,9.2,9,100,85.9
1,49,4.9,3.2,8,80,60.42
2,52,8.6,4.5,10,41,59.9
10,45,8.7,5.3,4,41,53.94
12,63,5.5,1.8,2,61,71.66
11,63,6.9,4.7,4,41,59.22
14,65,5,7.2,6,55,68.04
14,85,5.5,4.6,0,36,58.01
10,56,5,2.6,5,30,50.17
19,45,6.1,3.1,4,89,82.61
13,81,6.2,4.8,10,91,100
4,92,8.2,3.4,4,73,69.24
9,75,8.7,3.5,9,38,76.41
11,53,5.7,1.2,0,63,56.95
12,87,7.8,8.5,4,35,68.78
13,100,5,2.4,4,81,87.67
7,49,8.6,1.8,0,68,59.89
19,46,8.3,4.9,4,60,83.45
9,88,6.4,1.2,9,42,79.49
6,81,4.1,1.4,9,42,75.3
7,55,6.8,7.6,2,61,57.43
13,48,5.6,10,2,100,71.76
16,87,7.9,2,9,51,95.93
19,87,4.5,5.6,3,30,73.26
14,51,8.4,7.8,1,95,72.77
20,50,5.3,2,7,41,78.58
13,47,7.4,6.2,0,92,72.17
3,46,6.4,6.5,2,60,42.32
11,76,4.6,7.6,5,56,61.81
12,55,5.8,2.5,8,88,91.64
10,62,7.5,6.7,4,33,55.69
4,57,8,7,1,84,59.26
18,82,7,2.6,8,46,86.78
13,75,4.8,9.3,6,54,68.01
20,71,4,5.7,10,66,96.98
15,96,5.2,9.7,2,57,75.11
5,56,4.8,4.9,7,57,59.27
3,50,5.7,1.9,5,47,56.95
16,100,8.1,3.5,5,30,75.55
15,58,7.5,5,4,57,69.88
3,40,5.7,6.3,10,34,49.28
11,51,7.8,3,9,61,81.39
9,59,8.2,7,3,65,66.41
4,76,8.8,4.3,0,100,73.09
20,68,6.4,9.3,4,93,87.02
18,90,4.6,3.9,7,33,84.66
14,51,5.7,7.4,1,84,74.26
6,41,5.5,6.9,7,86,74.62
9,79,8.3,5.9,7,51,70.49
9,77,8.8,4.9,5,52,75.32
8,40,5.6,4.8,2,36,47.04
18,94,4.2,2.6,7,94,100
20,72,6.6,2.6,0,46,70
4,40,7.2,8.2,4,48,40.79
12,83,5.3,6.1,3,36,62.77
16,95,7.9,2.2,9,31,83.24
3,41,4.1,7.1,2,51,37.12
18,99,8,8.6,7,95,100
8,61,7.9,7.2,10,62,81.47
6,67,7.9,3.1,2,68,58.32
